utterance_id,audio_path,sentence,ethnicity,gender,age,first_language,dataset,accent,speaker_id
fs_cad02709d3a9b0b92cabd947c045eea9,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/cad02709d3a9b0b92cabd947c045eea9.wav,recording a video i would just simply push play and record for as long as i can record,Native American,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18280752,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18280752.mp3,I care for my elderly mother.,,,,,commonvoice,,a96281f5e2805ca59660e7caed1d355893e2cd686946a226be44cc38ca934495f4c6511a7a5a72846e09495d7792e66bacc43d933f92b05431f30c2647e8cffa
fs_cfd69fa84f43b9711089b6b2af7bce36,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/cfd69fa84f43b9711089b6b2af7bce36.wav,i am just sitting in the car right now i just need to know the estimated time for arrival for the meet up hope you guys are ready,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18528168,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18528168.mp3,Find me accommodation closest to the exhibition center.,,,,,commonvoice,,9c506c8a4a813fcedfa3fbf984352aae484b873908b00ab316ce013c8f2f2ea2c171e04333d3f92981a83bc2407fe580c1ebb4685485f2c8a9c12117223f148d
fs_15c7cffa8c91bae26c08ec3029cd185c,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/15c7cffa8c91bae26c08ec3029cd185c.wav,hey facebook we're going to share that picture we took just now,Native American,female,46 - 65,English,fairspeech,,
fs_86cf80f927d1b76c9547c7b2e2ec6fe3,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/86cf80f927d1b76c9547c7b2e2ec6fe3.wav,can you tell me what music is playing right now,Black/AA,male,31 - 45,English,fairspeech,,
fs_20fce2f6d7ada3fedc310ce4ccdd28ec,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/20fce2f6d7ada3fedc310ce4ccdd28ec.wav,i think i can't make it to the event we can continue this conversation later,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18645186,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18645186.mp3,Alice gave a little scream of laughter.,,male_masculine,thirties,,commonvoice,us,19b2046ab57dcd17a6625b665e2b2761662e682b9a5b5fc77ccda65e4addfcdf185118af5e67efef290dade4864b8fab97a21d0151e91e900608b0dea80777f1
cv_common_voice_en_18440214,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18440214.mp3,"The Russian music player, the Count, was her obedient slave.",,,,,commonvoice,,ffd10845782e041405ee3f14740215cf4296ba1171fede9438926c23382c72b0cf8fc3852e2063d917fa5b745888df3a72e65856e027634610139f05187222e0
fs_7cafe10902737af42ea1bf4c185100eb,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/7cafe10902737af42ea1bf4c185100eb.wav,foolish from personal playlist,Black/AA,male,31 - 45,English,fairspeech,,
